key,title,year,month,day,journal,issn,volume,issue,pages,authors,url,language,publisher,location,abstract,notes,doi,keywords,pubmed_id,pmc_id
rayyan-457898675,"14th Workshop on Computational Optimization, WCO 2021",2022,,,Studies in Computational Intelligence,1860949X,1044,,,,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85138767049&partnerID=40&md5=334e06d269c5ce06d308fee090ea4fe0,English,Springer Science and Business Media Deutschland GmbH,,"The proceedings contain 21 papers. The special focus in this conference is on Computational Optimization. The topics include: Application of an Interval-Valued Intuitionistic Fuzzy Decision-Making Method in Outsourcing Using a Software Program; combinatorial Etudes and Number Theory; multicriteria Optimization of an Algorithm for Charging Energy Storage Elements; optimized Nano Grid Approach for Small Critical Loads; optimized Monte Carlo Methods for Sensitivity Analysis for Large-Scale Air Pollution Model; on a Full Monte Carlo Approach to Computational Finance; advanced Monte Carlo Methods to Neural Networks; an Efficient Adaptive Monte Carlo Approach for Multidimensional Quantum Mechanics; an Overview of Lattice and Adaptive Approaches for Multidimensional Integrals; Optimal Seating Assignment in the COVID-19 Era via Quantum Computing; advanced Biased Stochastic Approach for Solving Fredholm Integral Equations; improving Performance of Low-Cost Sensors Using Machine Learning Calibration with a 2-Step Model; hybrid Ant Colony Optimization Algorithms—Behaviour Investigation Based on Intuitionistic Fuzzy Logic; scheduling Algorithms for Single Machine Problem with Release and Delivery Times; Key Performance Indicators to Improve e-Mail Service Quality Through ITIL Framework; contemporary Bioprocesses Control Algorithms for Educational Purposes; monitoring a Fleet of Autonomous Vehicles Through A* Like Algorithms and Reinforcement Learning; Rather “Good In, Good Out” Than “Garbage In, Garbage Out”: A Comparison of Various Discrete Subsampling Algorithms Using COVID-19 Data Without a Response Variable; using Temporal Dummy Players in Cost-Sharing Games.",Cited by: 0,,"",,
rayyan-457898676,"2022 International Conference on IoT and Blockchain Technology, ICIBT 2022",2022,,,"2022 International Conference on IoT and Blockchain Technology, ICIBT 2022",,,,,,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85134375002&partnerID=40&md5=05da534e2b471fe6a4678d582dd4f5b5,English,Institute of Electrical and Electronics Engineers Inc.,,The proceedings contain 25 papers. The topics discussed include: fog abetted early alert system for monitoring air pollution in smart cities; a framework using useful work for transient committee selections in blockchain consensus; peer-to-peer energy trading in a self-sustained microgrid system using blockchain technology; energy management and trading of a community microgrid using blockchain approach; applying semi-supervised learning on human activity recognition data; a novel secured wireless sensor network with ensemble based intrusion detection system and middleware architecture; air quality indices prediction using Sugeno’s fuzzy logic; and smart contract system architecture for pharma supply chain.,Cited by: 0,,"",,
rayyan-457898677,Big Data Analytics with Artificial Intelligence Enabled Environmental Air Pollution Monitoring Framework,2022,,,"Computers, Materials and Continua",15462218,73,2,3235 - 3250,"Hamza, Manar Ahmed Mohammed and Shaiba, Hadil and Marzouk, Radwa and Alhindi, Ahmad and Asiri, Mashael M. and Yaseen, Ishfaq and Motwakel, Abdelwahed and Rizwanullah, Mohammed",https://www.scopus.com/inward/record.uri?eid=2-s2.0-85132324273&doi=10.32604%2Fcmc.2022.029604&partnerID=40&md5=2c4e636f8a2e875d86a4d1c799376368,English,Tech Science Press,,"Environmental sustainability is the rate of renewable resource harvesting, pollution control, and non-renewable resource exhaustion. Air pollution is a significant issue confronted by the environment particularly by highly populated countries like India. Due to increased population, the number of vehicles also continues to increase. Each vehicle has its individual emission rate; however, the issue arises when the emission rate crosses the standard value and the quality of the air gets degraded. Owing to the technological advances in machine learning (ML), it is possible to develop prediction approaches to monitor and control pollution using real time data. With the development of the Internet of Things (IoT) and Big Data Analytics (BDA), there is a huge paradigm shift in how environmental data are employed for sustainable cities and societies, especially by applying intelligent algorithms. In this view, this study develops an optimal AI based air quality prediction and classification (OAI-AQPC) model in big data environment. For handling big data from environmental monitoring, Hadoop MapReduce tool is employed. In addition, a predictive model is built using the hybridization of ARIMA and neural network (NN) called ARIMA-NN to predict the pollution level. For improving the performance of the ARIMA-NN algorithm, the parameter tuning process takes place using oppositional swallow swarm optimization (OSSO) algorithm. Finally, Adaptive neuro-fuzzy inference system (ANFIS) classifier is used to classify the air quality into pollutant and non-pollutant. A detailed experimental analysis is performed for highlighting the better prediction performance of the proposed ARIMA-NN method. The obtained outcomes pointed out the enhanced outcomes of the proposed OAI-AQPC technique over the recent state of art techniques. © 2022 Tech Science Press. All rights reserved.",Cited by: 21; All Open Access; Gold Open Access,10.32604/cmc.2022.029604,Air quality; Big data; Data Analytics; Fuzzy inference; Fuzzy neural networks; Fuzzy systems; Int...,,
rayyan-457898678,Online Monitoring of Indoor Air Quality and Thermal Comfort Using a Distributed Sensor-Based Fuzzy Decision Tree Model,2022,,,Internet of Things,21991073,,,111 - 134,"Balta, Deniz and Yalçın, Nesibe and Balta, Musa and Özmen, Ahmet",https://www.scopus.com/inward/record.uri?eid=2-s2.0-85128948475&doi=10.1007%2F978-3-030-96486-3_8&partnerID=40&md5=32f539005572dd3eb403bfd17882a40e,English,Springer Science and Business Media Deutschland GmbH,,"Monitoring and control of Indoor Air Quality (IAQ) have become more important, both because people spend more time indoors, especially in crowded public buildings, and because bad air has serious effects on health. Therefore, in this study, a new IAQ monitoring system is proposed that evaluates indoor comfort parameters online to provide an acceptable indoor environment for users. The online web-based, distributed, and fog computing-based monitoring system has been developed in a flexible and scalable fashion, and a distributed architecture has been used, unlike other studies. In the data processing part, a new fuzzy decision tree model is used to analyze independent measurements and environment parameters (CO<inf>2</inf> level, thermal comfort value, number of people, and light intensity) and to obtain IAQ information. In the study, a faculty building of Sakarya University is selected as the testbed to manage case studies and to verify the model. The IAQ monitoring system has been compared with conventional systems in terms of transmission infrastructure. A fuzzy decision model has been proposed as a data processing technique as a result of comparison with fuzzy logic and Artificial Neural Networks (ANNs) under the same scenarios. The obtained results show that the proposed fuzzy decision model has 9–12% better performance than fuzzy logic and 5–7% better than ANN in the same scenarios. In addition, at the end of each case study, a survey with questions about air quality and thermal comfort has been applied to the students in the classroom. The system outputs have been compared to the survey data, and it has been observed that the proposed system produced successful results for classroom air quality. © 2022, The Author(s), under exclusive license to Springer Nature Switzerland AG.",Cited by: 3,10.1007/978-3-030-96486-3_8,Computer circuits; Data handling; Decision trees; Fog computing; Fuzzy inference; Fuzzy neural ne...,,
rayyan-457898679,Application of a Fuzzy ARTMAP Neural Network for Indoor Air Quality Prediction,2022,,,"Proceedings of the 2022 International Electrical Engineering Congress, iEECON 2022",,,,,"de Assis Pedrobon Ferreira, Willian and Grout, Ian Andrew and da Silva, Alexandre César Rodrigues",https://www.scopus.com/inward/record.uri?eid=2-s2.0-85128177831&doi=10.1109%2FiEECON53204.2022.9741563&partnerID=40&md5=7bb1f207e87db8111d8c8ce59b13a06d,English,Institute of Electrical and Electronics Engineers Inc.,,"Indoor air quality monitoring is an important activity to ensure continued health and well-being of citizens living, studying, and working in indoor environments. This practice has been widely developed through the application of low-cost sensors that are able to measure gas concentrations, particulate matter, and other components such as humidity and temperature that affect indoor air quality. Additionally, machine learning algorithms have been applied in the interpretation of sampled environmental data to improve the performance of monitoring systems. This paper proposes the implementation of a fuzzy ARTMAP neural network, which employs the concepts of Adaptive Resonance Theory (ART), to compute the prediction of particulate matter sampled in a domestic bedroom environment. With the application of a specialized online training architecture, the fuzzy ARTMAP network can be a promising alternative to predict particulate matter time series data modeled in sliding windows, obtaining predictions 24-hour ahead with mean absolute error (MAE) ranging here from 0.26 to 7.65. © 2022 IEEE.",Cited by: 8,10.1109/iEECON53204.2022.9741563,Air quality; Arts computing; E-learning; Fuzzy inference; Indoor air pollution; Learning algorith...,,
rayyan-457898680,Fuzzy-Logic Approach for Traffic Light Control Based on IoT Technology,2022,,,Lecture Notes in Networks and Systems,23673370,301,,75 - 85,"Hewei, Guan and Sadiq, Ali Safaa and Tahir, Mohammed Adam",https://www.scopus.com/inward/record.uri?eid=2-s2.0-85125236072&doi=10.1007%2F978-981-16-4863-2_7&partnerID=40&md5=48c3096bd0dff18c6157f3aaf609491b,English,Springer Science and Business Media Deutschland GmbH,,"Traffic congestion is an extremely common phenomenal issue, it occurs in many cities around the world, especially in those cities with high car ownership. Traffic congestion not only causes air pollution and fuel wastage, but it also leads to an increased commuting time and reduces the work time availability. Due to these reasons, traffic congestion needs to be controlled and reduced. The traffic light is the most widely adopted method to control traffic, however, most traffic lights in use are designed based on the predefined interval, which cannot cope with traffic volume change very well. Therefore, Internet of Things (IoT) based traffic lights or adaptive traffic lights are developed in the recent years as a complement of the traditional traffic lights. The adaptive traffic light can be built based on monitoring current traffic situation or using Vehicle-to-Vehicle and Vehicle-to-Infrastructure communication. In this paper, a new design of adaptive traffic light is proposed, this traffic light system is based on fuzzy logic and it introduces volunteer IoT agent mechanism, which introduces more accurate results. © 2022, The Author(s), under exclusive license to Springer Nature Singapore Pte Ltd.",Cited by: 1; All Open Access; Green Accepted Open Access; Green Open Access,10.1007/978-981-16-4863-2_7,"",,
rayyan-457898681,Employing a fuzzy approach for monitoring fish pond culture environment,2022,,,Intelligent Automation and Soft Computing,10798587,31,2,987 - 1006,"Sung, Weii Tsai and Sung-Jung, Hsiao",https://www.scopus.com/inward/record.uri?eid=2-s2.0-85116300975&doi=10.32604%2Fiasc.2022.019098&partnerID=40&md5=eeb59f93dd8b35d24e84a41d87f206b9,English,Tech Science Press,,"This study builds an automatic monitoring system for the fish pond culture environment. The purpose of this study is to reduce culture costs, including those resulting from labor costs and natural disasters, and make it easier for culturists to manage their fish ponds. With the proposed system, physical indicators of water quality are extracted by temperature, dissolved oxygen, and pH sensing modules; the heater, submerged motor pump, air pump, feeding trough, and LED illuminating lamp are controlled to improve the water quality and reduce labor. The wireless sensor network (WSN) is used as the signal transmission architecture between the sensor nodes, the control nodes, and the computer, where the human– machine interface is used for display, recording, and operation. In order to make the system more efficient and accurate, the fuzzy theory is used for fuzzy inference of the sensed signal, which enables the controlled load to be optimized and combined with the WSN so that the real-time information of the fishponds can be made available to culturists through mobile devices or remote platforms. The grid and storage battery are used as an uninterruptible power supply (UPS) to alternately power the sensors. The experimental results show that the fish pond culture environment can be accurately and stably monitored. The proposed monitoring system is constructed using a network of sensors, and it achieves precise judgment and real-time control. Based on the current situation, the system instantly turns on the hardware device to change the environment as needed. © 2022, Tech Science Press. All rights reserved.",Cited by: 5; All Open Access; Hybrid Gold Open Access,10.32604/iasc.2022.019098,"",,
rayyan-457898682,Adaptive Fuzzy-Logic Traffic Control Approach Based on Volunteer IoT Agent Mechanism,2022,,,SN Computer Science,2662995X,3,1,,"Hewei, Guan and Sadiq, Ali Safaa and Taheir, Mohammed Adam",https://www.scopus.com/inward/record.uri?eid=2-s2.0-105000237657&doi=10.1007%2Fs42979-021-00956-3&partnerID=40&md5=7141e55eca1fdbf068d3fa4f84fafd54,English,Springer,,"Traffic congestion is an extremely common phenomenal issue; it occurs in many cities around the world, especially in those cities with high car ownership. Traffic congestion not only causes air pollution and fuel wastage, but it also leads to an increased commuting time and reduces the work time availability. Due to these reasons, traffic congestion needs to be controlled and reduced. The traffic light is the most widely adopted method to control traffic; however, most traffic lights in use are designed based on the pre-defined interval, which cannot cope with traffic volume change very well. Therefore, Internet of Things (IoT)-based traffic light or adaptive traffic light systems are developed in the recent years as a complement of the traditional traffic lights. The adaptive traffic light can be built based on monitoring current traffic situation or using vehicle-to-vehicle and vehicle-to-infrastructure communication. This paper proposes a new design of adaptive traffic light, this traffic light system is based on fuzzy logic, and it introduces for the first time the use of volunteer IoT agent mechanism, which introduces more accurate results. To note that the presented work in this paper is the extended version of the work presented in (Hewei et al. in Fuzzy-logic approach for traffic light control based on IoTtechnology, 2021). © The Author(s), under exclusive licence to Springer Nature Singapore Pte Ltd 2021.",Cited by: 1,10.1007/s42979-021-00956-3,"",,
rayyan-457898683,Development of a Novel Fuzzy Logic-Based Wetland Health Assessment Approach for the Management of Freshwater Wetland Ecosystems,2021,,,Wetlands,02775212,41,8,,"Soleymani Hasani, Sajad and Mojtahedi, Alireza and Reshadi, Mir Amir Mohammad",https://www.scopus.com/inward/record.uri?eid=2-s2.0-85117710541&doi=10.1007%2Fs13157-021-01499-2&partnerID=40&md5=b40b6bd0fe28cf502c49f87931c5eb77,English,Springer Science and Business Media B.V.,,"Abstract: In the present study, a new wetland health assessment approach based on the fuzzy inference system (FIS) was developed and proposed for the first time to improve a traditional wetland classification and assessment index. One primary purpose of the study is to modify the indicators of the traditional assessment approach to suit the regional environmental conditions of the selected areas. As two of the twenty-five Iranian wetlands with international importance, Kanibarazan and Choghakhor wetlands were selected as the study areas due to their significant roles in protecting the biodiversity of their regions. The wetlands are supported by the international Ramsar Convention on Wetlands to mandate and encourage the local authorities towards their conservation and sustainable exploitation. In this regard, the Iranian Department of Environment, in cooperation with the Global Environment Facility (GEF) and the United Nations Development Programme (UNDP), selected these wetlands to demonstrate new approaches of managing the wetland areas protected by the Conservation of Iranian Wetlands Project (CIWP). A real-time wetland monitoring station with hydrological instruments, including water level, air temperature, air humidity, and water quality multi-parameter sensors recording water temperature, pH, electrical conductivity, and dissolved oxygen (DO), was implanted at the deepest part of both wetlands. The manual sampling of water quality parameters was also carried out periodically during specific intervals. The relative importance of the wetland health indicators involved in the FIS was determined via the analytic hierarchy process (AHP), utilizing the knowledge of local experts, including academic staff, environmental specialists, and natives, to localize the traditional assessment approach. In turn, the health level categories of both wetlands were assessed using the traditional and proposed wetland health assessment approaches. The efficiency of the proposed method was evaluated with the selected case studies, and it proved to be a more flexible and appropriate approach for wetland health assessment. Furthermore, the observed differences between the health level of the first case study pointed to the efficiency of the AHP-FIS method in improving the traditional index. Besides, feedforward neural network (FFNN) and support vector regression (SVR) artificial intelligence (AI) methods were used to model DO as one of the most critical water quality parameters in maintaining the biological integrity of wetland ecosystems. The obtained results indicated that FFNN performed slightly better than SVR in predicting DO of both wetlands. Consequently, the results of DO modeling were used to investigate the possibility of employing AI models in wetland health assessment in case of unavailability or failures of DO sensors, which was considered practical considering the suitable performance of AI models and the obtained wetland health level results based on the predicted DO. Highlights: 1. A wetland health assessment approach based on fuzzy logic was developed. 2. Two freshwater wetlands were selected as real case study areas. 3. The fuzzy inference system and analytic hierarchy process were used to improve the process. 4. The proposed approach showed more flexibility and efficiency. 5. Two AI methods were used to model DO and investigate their applicability in health assessment. © 2021, The Author(s), under exclusive licence to Society of Wetland Scientists.",Cited by: 11,10.1007/s13157-021-01499-2,artificial intelligence; assessment method; biodiversity; ecosystem management; environmental con...,,
rayyan-457898684,Building an indoor air quality monitoring system based on the architecture of the Internet of Things,2021,,,Eurasip Journal on Wireless Communications and Networking,16871472,2021,1,,"Sung, Weii Tsai and Sung-Jung, Hsiao",https://www.scopus.com/inward/record.uri?eid=2-s2.0-85110298407&doi=10.1186%2Fs13638-021-02030-1&partnerID=40&md5=80406a41b1fd590c29207761b6c54c04,English,Springer Science and Business Media Deutschland GmbH,,"With rapidly changing technology, people have more and more requirements for thermal comforts regarding indoor temperature, humidity, and wind speed, and pay more attention to air quality. Indoor air quality has serious effects on the elderly, children, and those with respiratory allergies. Based on the architecture of the Internet of Things smart home, this study constructed an indoor air quality monitoring system to explore how people can live in an environment with good air quality. Among the numerous air quality indices (AQIs), the carbon dioxide index and AQI of the American Society of Heating, Refrigerating and Air-Conditioning Engineers are selected as the indices suitable for this study. The common points of the two indices are combined, and then, based on the data of the Environmental Protection Administration, indoor and outdoor environmental parameters are analyzed, and controllable environment variables are simulated to analyze their effects on air quality. This study designed effective load control using fuzzy control and developed a fuzzy rule base for simulation of the environment variables. Decision logic was used to replace the threshold control of indoor air quality in the past, and a comfortable air quality monitoring system was designed by combining the Arduino Uno development board and ESP8266 Wi-Fi wireless transmission modules. © 2021, The Author(s).",Cited by: 58; All Open Access; Gold Open Access; Green Accepted Open Access; Green Open Access,10.1186/s13638-021-02030-1,Air conditioning; Air quality; Automation; Carbon dioxide; Computer architecture; Fuzzy control; ...,,
rayyan-457898685,Internet of things enabled smart animal farm prototype,2021,,,Journal of Physics: Conference Series,17426588,2070,1,,"Easwaran, Arjun and Arvindan, P. and Dhanyasree, E. and Surya, R. and Selvakumar, S.",https://www.scopus.com/inward/record.uri?eid=2-s2.0-85120415901&doi=10.1088%2F1742-6596%2F2070%2F1%2F012115&partnerID=40&md5=44d5bf9b60aac9ff052fad4e6886f231,English,IOP Publishing Ltd,,"Livestock plays very important economic, social and cultural roles in the well being of rural communities across the world. Quality environmental conditions, automation and monitoring are the key necessities of running a good and profitable livestock farm. Air quality, temperature of the surroundings and humidity play a major role while deciding the fan speeds of the exhaust System used in all aspects of livestock farming. Another important part of livestock production is increasing incubation speeds of eggs by performing artificial incubation. It is a requirement to maintain the temperature at a constant value in this system. This paper describes two mutually exclusive Fuzzy Logic algorithm-based systems to automate the exhaust system and an artificial egg incubator. The other important part of a livestock farm is production of milk and milk products. It is required to monitor the health of cows by overseeing their activities at any point of time. This can be done by determining and monitoring the activities performed by the cow. This paper describes a simple Deep Learning Model to classify the activities of a cow broadly as standing, walking or grazing. The Exhaust and the Incubator system are controlled and monitored using Internet of Things (IOT) System using a native web application developed using the Flask framework. © Content from this work may be used under the terms of the Creative Commons Attribution 3.0 licence.",Cited by: 3; All Open Access; Gold Open Access,10.1088/1742-6596/2070/1/012115,Air quality; Deep learning; Fuzzy logic; Internet of things; Constant values; Environmental condi...,,
rayyan-457898686,Can air quality citizen-sensors turn into clean air ambassadors? Insights from a qualitative study,2021,,,International Journal of Environmental Research and Public Health,16604601; 16617827,18,19,,"Dardier, Guilhem and Jabot, Françoise and Pouliquen, Flora",https://www.scopus.com/inward/record.uri?eid=2-s2.0-85115626105&doi=10.3390%2Fijerph181910046&partnerID=40&md5=a02d80acb87db69aaeff206c924403f4,English,MDPI,,"While the figure of ambassador is being increasingly called upon in the field of environmental health, its scope remains fuzzy and its success factors have been little studied. This article presents the results of a qualitative study performed over three years on a French citizen-sensor scheme for air quality. The scheme draws on volunteer citizens to measure fine particles by means of micro-sensors. Volunteers are also tasked with raising awareness in their entourage about environmental issues with the aim of changing people’s behaviour. We investigated this strategy and sought to identify the conditions that enable citizens to become effective clean air ambassadors. The scheme’s intervention logic was first reconstructed and a literature review of similar projects was conducted. Then, three surveys were carried out with the scheme’s volunteers. Each survey consisted of an observation of the volunteers’ practices and individual interviews (70 in all) in order to understand these citizen-sensors motivations and experiences, and characterize how they fulfilled their role. We concluded that, for citizen sensing, the scope and role of ambassador should be reconsidered insofar as these citizens serve as peer leaders and mediators. In this respect, we try to define the success factors for citizen-sensing-based ambassadors programmes. © 2021 by the authors. Licensee MDPI, Basel, Switzerland.",Cited by: 0; All Open Access; Gold Open Access; Green Accepted Open Access; Green Open Access,10.3390/ijerph181910046,carbon dioxide; air quality; environmental management; environmental monitoring; literature revie...,,
rayyan-457898687,Implementation of Fuzzy Tsukamoto Algorithm on Smart Node Sensors for Air Quality Monitoring,2021,,,"International Electronics Symposium 2021: Wireless Technologies and Intelligent Systems for Better Human Lives, IES 2021 - Proceedings",,,,275 - 280,"Istiqomah, Nurul and Yuliana, Mike and Santoso, Tri Budi",https://www.scopus.com/inward/record.uri?eid=2-s2.0-85119959349&doi=10.1109%2FIES53407.2021.9594014&partnerID=40&md5=1bf47d616c161ed90b99f8c7b2ca9f2d,English,Institute of Electrical and Electronics Engineers Inc.,,"In this modern era, there are more and more industrial centers in urban areas as well as the development of various transportation. This is causes air pollution that can affect human, animal, plant life. The initial study of the application of the Fuzzy Tsukamoto algorithm on smart sensor node system for air quality monitoring described in this paper. The air parameters used are CO, CO2, and CH4. The data used were obtained from previous studies. This data is used to test the accuracy of the fuzzy model using two rule bases and two types of fuzzy. The results show that the accuracy value of Fuzzy Tsukamoto using the second rule base is better, namely 92.4 percent.The classification results are in the form of warning alerts that are combined in one frame with other data on the raspberry pi. The data are sent to the PC server using LoRa transceivers. From indoor and outdoor testing, the results show that the system can work well. In indoor conditions, the results of the air classification are Good with CO concentrations of not more than 0.9 ppm, CO2 concentrations of 293-402 ppm and CH4 concentrations of 0.5 ppm. In outdoor conditions, the results obtained are Moderate air classification with CO concentrations of not more than 1.0-1.1 ppm, CO2 concentrations of 707-915 ppm, and CH4 concentrations of 1.62.3 ppm. © 2021 IEEE.",Cited by: 1,10.1109/IES53407.2021.9594014,Carbon dioxide; Sensor nodes; Urban transportation; Well testing; Air classifications; Air qualit...,,
rayyan-457898688,Monitoring and control of microwave drying with volatiles detection of celery stalks,2021,,,Computers and Electronics in Agriculture,01681699,187,,,"Wu, Jingke and Ling, Caijin and Chen, Yao and Li, Zhenfeng and Song, Feihu and Raghavan, G. S. Vijaya and Jin, Guangyuan and Song, Chunfang",https://www.scopus.com/inward/record.uri?eid=2-s2.0-85108008465&doi=10.1016%2Fj.compag.2021.106256&partnerID=40&md5=65bf7e8e1ac7b6172b7a0d835c3dd0ed,English,Elsevier B.V.,,"A hot-air coupled microwave drying (MHD) system equipped with an online aroma detection and feedback with Portable Electronic Nose, PEN3, was developed to preserve high volatile components in celery stalk. Celery stalk slices were dried at constant temperatures of 50 °C, 60 °C, 70 °C, and 80 °C, and sensors 7 and 9 of 10 sensors in PEN3 were selected and set at stage-cooling drying. Aroma volatiles were recorded every 2 min for each of the three replicates. Fuzzy logic control and PID combined control were developed with adjustable drying temperature based on volatile changes during the drying process. Results of sensor response values and GC–MS showed that more aroma volatiles were maintained under combined control. Products dried at 50 °C had the least shrinkage ratio, and products dried at 80 °C had the highest rehydration rate and the shortest drying time. In general, the combined control kept a good balance between drying efficiency and product quality compared with other drying methods and could produce better products. Hence, the proposed control scheme based on volatile component changes can effectively preserve more volatiles and could be used to produce high-flavor and high-quality dried celery. © 2021 Elsevier B.V.",Cited by: 17,10.1016/j.compag.2021.106256,Computer circuits; Drying; Electronic nose; Microwave heating; Odors; Quality control; Celery sta...,,
rayyan-457898689,An intelligent IoT fuzzy based approach for automated indoor air quality monitoring,2021,,,"2021 29th Mediterranean Conference on Control and Automation, MED 2021",,,,770 - 775,"Zareb, Mehdi and Bakhti, Benaoumeur and Bouzid, Yasser and Batista, Carla Estefani and Ternifi, Ikram and Abdenour, Meriem",https://www.scopus.com/inward/record.uri?eid=2-s2.0-85113621354&doi=10.1109%2FMED51440.2021.9480313&partnerID=40&md5=aeea33520cfccef2e1cec7607a836d64,English,Institute of Electrical and Electronics Engineers Inc.,,"Indoor air quality has a critical impact on human and animal health and well-being. Because of the confinement during the Covid-19 health crisis, millions of people were forced to stay at home. Therefore, living environments should incorporate an automated monitoring system to detect unfavorable air quality scenarios. Also, Internet of things (IoT) due to their ability to carry air low-cost sensing units have become a cheap alternative to monitor pollution values in a given area. However, enough still needs to be learned as these types of studies are expected to increase in the future years. In this paper, we have developed an intelligent IoT-fuzzy-based device based on low-cost sensors for indoor air quality monitoring (IoT-fuzzy-based AQM). It used a type-1 fuzzy inference system to improve the measurement accuracy of the low-cost sensors and to estimate the air quality index. Experiment tests are made in an indoor environment (home), where the obtained results have proved the effectiveness of the realized system. © 2021 IEEE.",Cited by: 10,10.1109/MED51440.2021.9480313,Air quality; Automation; Cost benefit analysis; Costs; Environmental testing; Fuzzy inference; In...,,
rayyan-457898690,Monitoring of air pollution to establish optimal less polluted path by utilizing wireless sensor network,2021,,,Journal of Ambient Intelligence and Humanized Computing,18685137,12,6,6375 - 6386,"Preethi, K. R. and Tamilarasan, Rengasamy",https://www.scopus.com/inward/record.uri?eid=2-s2.0-85086877018&doi=10.1007%2Fs12652-020-02232-3&partnerID=40&md5=8ec2240f4548d667eb22491e4a5f09a4,English,Springer Science and Business Media Deutschland GmbH,,"An efficient air pollution monitoring (APM) scheme is proposed to establish an optimal less polluted path using WSN (wireless sensor network), in which the sensor node (SN) senses the temperature and CO gas (carbon monoxide) concentration’s existent in the air. Initially, the sensed information from the SNs is preprocessed. During preprocessing, the value that is missed in the sensed information is imputed. Next, Hadoop's distributed file system (HDFS) MapReduce (MR) is implemented on the preprocessed data and subsequently, the resulting data is saved in the cloud server. The resulting data is analyzed using Improved-Adaptive Neuro-Fuzzy Inference System (I-ANFIS) Algorithm for checking air pollutions severities and its location is then presented in the Google Map. After that, the multi-path routing is established through the less polluted area. Lastly, the optimal path is chosen with the assistance of KHOA (Krill Herd Optimization Algorithm). The outcomes are evaluated by contrasting the proposed and prevailing techniques. © 2020, Springer-Verlag GmbH Germany, part of Springer Nature.",Cited by: 11,10.1007/s12652-020-02232-3,Air pollution; Carbon monoxide; File organization; Fuzzy inference; Fuzzy neural networks; Fuzzy ...,,
rayyan-457898691,Air Pollution Monitoring based Fuzzy Controller with Embedded System,2021,,,Journal of Physics: Conference Series,17426588,1879,2,,"Hasanh, Saja Sattar and Miry, Abbas Hussien and Salman, Tariq M.",https://www.scopus.com/inward/record.uri?eid=2-s2.0-85107602427&doi=10.1088%2F1742-6596%2F1879%2F2%2F022085&partnerID=40&md5=216855dba0334687cca9b1b98fd127f9,English,IOP Publishing Ltd,,"Air pollution has a wide and great influence on the concentration of constituents of the atmosphere, which leads to many effects such as acid rains and global warming. In order to avoid such unwanted adverse imbalances in the nature, designing an air pollution monitoring system (APMS) is very important. This paper discussed the development of an effective solution for monitoring the air pollution by making an Arduino-Based Air Pollution Monitoring System (APMS). Carbon monoxide and Carbon Dioxide concentration levels in air were measured and monitored using MQ4 and MQ7 gas sensors and Arduino atmega microcontroller. These sensors can detect many harmful gases and can be used for measuring their amount very accurately. The concentrations of CO and CO2 in particle per million (PPM) will be monitored and displayed on the LCD very easily. Based on these measurements the pollution level could be monitored, determined, and displayed. The experiments were carried out using the developed wireless APMS under various physical conditions. The results showed that the designed system collects reliable and reasonable real time pollution data. Three hour sampling time was executed in each location. One of the logical functions that are widely used is fuzzy logic. A fuzzy logic artificial intelligence for gas sensors is used which clarifies the presence as well as the concentration of CO and CO2 efficiently. Fuzzy logic will gives the decision about whether the air is polluted or unpolluted. This logic function we can process some existing data into a form of output which can be in the form of a status or state of action that will be performed by a tool. This proposed system will contribute in the construction of an APMS in the outdoor or even in the indoor environment. © Published under licence by IOP Publishing Ltd.",Cited by: 4; All Open Access; Gold Open Access,10.1088/1742-6596/1879/2/022085,Acid rain; Air pollution; Aluminum alloys; Aluminum compounds; Artificial intelligence; Carbon di...,,
rayyan-457898692,A decentralized semantic reasoning approach for the detection and representation of continuous spatial dynamic phenomena in wireless sensor networks,2021,,,ISPRS International Journal of Geo-Information,,10,3,,"Njila, Roger Cesarié Ntankouo and Abolfazl Mostafavi, Mir Abolfazl and Brodeur, Jean",https://www.scopus.com/inward/record.uri?eid=2-s2.0-85106535219&doi=10.3390%2Fijgi10030182&partnerID=40&md5=a1ebe09427c7a794bec4c1016244d7f8,English,MDPI AG,,"In this paper, we propose a decentralized semantic reasoning approach for modeling vague spatial objects from sensor network data describing vague shape phenomena, such as forest fire, air pollution, traffic noise, etc. This is a challenging problem as it necessitates appropriate aggregation of sensor data and their update with respect to the evolution of the state of the phenomena to be represented. Sensor data are generally poorly provided in terms of semantic information. Hence, the proposed approach starts with building a knowledge base integrating sensor and domain ontologies and then uses fuzzy rules to extract three-valued spatial qualitative information expressing the relative position of each sensor with respect to the monitored phenomenon’s extent. The observed phenomena are modeled using a fuzzy-crisp type spatial object made of a kernel and a conjecture part, which is a more realistic spatial representation for such vague shape environmental phenomena. The second step of our approach uses decentralized computing techniques to infer boundary detection and vertices for the kernel and conjecture parts of spatial objects using fuzzy IF-THEN rules. Finally, we present a case study for urban noise pollution monitoring by a sensor network, which is implemented in Netlogo to illustrate the validity of the proposed approach. © 2021 by the authors. Licensee MDPI, Basel, Switzerland.",Cited by: 5; All Open Access; Gold Open Access; Green Accepted Open Access; Green Open Access,10.3390/ijgi10030182,"",,
